alert_id,created_at,alert_type,severity,title,description,entity_type,entity_id,threshold_value,actual_value,status,assigned_to,resolved_at,resolution_notes,auto_generated,escalation_level,related_alerts
ALT-002566,2019-10-07T17:00:00Z,Stock overstock,Low,Stock overstock detected for INV-JP-NIC,Automated monitoring threshold exceeded; review recommended.,inventory,INV-JP-NIC,67.17,113.49,resolved,USR-0007,2019-10-31T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002567,2022-01-14T10:00:00Z,Stock low,Medium,Stock low detected for INV-PL-SLC,Automated monitoring threshold exceeded; review recommended.,inventory,INV-PL-SLC,48.19,60.85,resolved,USR-0045,2022-02-13T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002568,2024-03-05T15:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0013,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0013,25.08,95.7,open,USR-0050,,,true,2,[]
ALT-002569,2021-01-07T09:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0071,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0071,33.65,37.29,resolved,USR-0071,2021-01-31T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002570,2021-04-23T08:00:00Z,Price spike,High,Price spike detected for PO-128086,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-128086,55.64,51.96,open,USR-0022,,,true,1,[]
ALT-002571,2019-10-04T15:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-121149,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-121149,99.36,70.47,open,USR-0056,,,true,3,[]
ALT-002572,2017-12-16T01:00:00Z,Stock low,Medium,Stock low detected for INV-TH-NIC,Automated monitoring threshold exceeded; review recommended.,inventory,INV-TH-NIC,85.0,33.25,resolved,USR-0036,2018-01-15T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002573,2018-02-14T19:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0065,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0065,45.17,92.65,resolved,USR-0066,2018-03-02T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002574,2022-08-08T02:00:00Z,Stock overstock,Low,Stock overstock detected for INV-US-PLA,Automated monitoring threshold exceeded; review recommended.,inventory,INV-US-PLA,16.54,124.29,open,USR-0002,,,true,2,[]
ALT-002575,2024-04-25T04:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0042,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0042,65.24,102.51,resolved,USR-0056,2024-05-20T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002576,2017-01-27T22:00:00Z,Price spike,High,Price spike detected for PO-149097,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-149097,93.56,97.07,open,USR-0042,,,true,0,[]
ALT-002577,2020-09-11T13:00:00Z,Stock low,Medium,Stock low detected for INV-ZA-ALM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-ZA-ALM,37.8,18.64,resolved,USR-0030,2020-09-12T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002578,2024-06-11T21:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0195,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0195,85.34,139.34,open,USR-0076,,,true,0,[]
ALT-002579,2023-05-13T14:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0149,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0149,37.14,16.4,open,USR-0048,,,true,1,[]
ALT-002580,2022-05-24T13:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0157,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0157,32.13,29.17,open,USR-0061,,,true,3,[]
ALT-002581,2020-04-17T00:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0053,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0053,29.41,128.59,resolved,USR-0039,2020-04-22T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002582,2024-11-11T00:00:00Z,Demand surge,High,Demand surge detected for PO-117105,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-117105,16.05,18.38,open,USR-0013,,,true,2,[]
ALT-002583,2019-05-27T06:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-111006,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-111006,86.51,119.1,open,USR-0047,,,true,3,[]
ALT-002584,2024-03-11T08:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0109,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0109,66.83,28.15,resolved,USR-0004,2024-03-25T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002585,2021-04-01T01:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0031,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0031,41.88,49.37,open,USR-0012,,,true,1,[]
ALT-002586,2021-08-29T06:00:00Z,Demand surge,High,Demand surge detected for PO-130826,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-130826,17.55,41.12,resolved,USR-0069,2021-09-05T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002587,2015-11-27T03:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0065,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0065,72.69,131.16,resolved,USR-0069,2015-12-27T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002588,2024-12-04T20:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0052,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0052,37.23,113.64,resolved,USR-0008,2024-12-21T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002589,2019-12-22T12:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0270,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0270,34.26,50.64,resolved,USR-0030,2020-01-04T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002590,2023-09-03T20:00:00Z,Stock overstock,Low,Stock overstock detected for INV-AU-PLA,Automated monitoring threshold exceeded; review recommended.,inventory,INV-AU-PLA,36.85,14.94,open,USR-0013,,,true,2,[]
ALT-002591,2019-06-20T21:00:00Z,Stock low,Medium,Stock low detected for INV-ZA-TIM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-ZA-TIM,56.92,39.52,resolved,USR-0053,2019-07-02T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002592,2018-05-17T21:00:00Z,Stock overstock,Low,Stock overstock detected for INV-CA-NIC,Automated monitoring threshold exceeded; review recommended.,inventory,INV-CA-NIC,24.94,128.37,resolved,USR-0032,2018-05-26T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002593,2024-12-08T03:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-117810,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-117810,49.49,67.91,open,USR-0054,,,true,1,[]
ALT-002594,2019-09-16T15:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0185,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0185,76.52,89.55,resolved,USR-0033,2019-09-20T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002595,2017-12-09T10:00:00Z,Stock low,Medium,Stock low detected for INV-MX-GLS,Automated monitoring threshold exceeded; review recommended.,inventory,INV-MX-GLS,35.54,131.72,resolved,USR-0035,2018-01-08T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002596,2015-12-06T12:00:00Z,Stock low,Medium,Stock low detected for INV-IN-CTN,Automated monitoring threshold exceeded; review recommended.,inventory,INV-IN-CTN,47.38,110.92,resolved,USR-0019,2015-12-09T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002597,2023-12-31T22:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0194,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0194,46.66,89.88,resolved,USR-0029,2024-01-22T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002598,2021-02-19T09:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0082,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0082,45.5,62.81,open,USR-0050,,,true,3,[]
ALT-002599,2020-03-18T02:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-111867,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-111867,56.9,83.44,resolved,USR-0004,2020-03-19T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002600,2017-07-28T11:00:00Z,Demand surge,High,Demand surge detected for PO-111756,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-111756,42.74,111.83,resolved,USR-0051,2017-07-30T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002601,2015-10-03T02:00:00Z,Price spike,High,Price spike detected for PO-118927,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-118927,31.54,128.42,resolved,USR-0041,2015-10-21T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002602,2015-04-14T05:00:00Z,Demand surge,High,Demand surge detected for PO-130634,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-130634,68.68,120.25,open,USR-0062,,,true,0,[]
ALT-002603,2015-04-15T08:00:00Z,Stock low,Medium,Stock low detected for INV-MX-COP,Automated monitoring threshold exceeded; review recommended.,inventory,INV-MX-COP,20.27,99.63,resolved,USR-0084,2015-04-28T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002604,2024-01-12T21:00:00Z,Price spike,High,Price spike detected for PO-122008,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-122008,54.21,64.36,resolved,USR-0074,2024-01-29T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002605,2023-08-23T04:00:00Z,Price spike,High,Price spike detected for PO-108593,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-108593,42.72,95.25,resolved,USR-0038,2023-09-11T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002606,2018-12-03T05:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0035,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0035,24.3,15.88,resolved,USR-0067,2018-12-18T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002607,2015-08-17T21:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0063,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0063,40.18,99.74,resolved,USR-0048,2015-09-13T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002608,2019-01-05T11:00:00Z,Stock low,Medium,Stock low detected for INV-US-STL,Automated monitoring threshold exceeded; review recommended.,inventory,INV-US-STL,19.3,87.37,open,USR-0081,,,true,1,[]
ALT-002609,2021-01-29T02:00:00Z,Price spike,High,Price spike detected for PO-102933,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-102933,63.19,31.64,open,USR-0049,,,true,2,[]
ALT-002610,2023-01-30T07:00:00Z,Demand surge,High,Demand surge detected for PO-136754,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-136754,31.71,46.6,resolved,USR-0042,2023-02-06T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002611,2016-03-21T21:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0113,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0113,73.26,69.76,resolved,USR-0085,2016-04-09T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002612,2022-01-16T12:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0206,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0206,62.56,49.07,resolved,USR-0070,2022-02-13T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002613,2016-12-22T19:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0050,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0050,19.59,75.42,resolved,USR-0043,2016-12-25T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002614,2015-01-13T20:00:00Z,Demand surge,High,Demand surge detected for PO-111761,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-111761,18.42,106.16,open,USR-0057,,,true,2,[]
ALT-002615,2022-06-23T02:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-132085,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-132085,64.02,101.66,resolved,USR-0008,2022-07-12T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002616,2016-11-26T19:00:00Z,Stock low,Medium,Stock low detected for INV-JP-STL,Automated monitoring threshold exceeded; review recommended.,inventory,INV-JP-STL,52.01,19.23,resolved,USR-0037,2016-12-13T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002617,2023-01-28T18:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0312,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0312,53.82,36.4,resolved,USR-0011,2023-02-25T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002618,2015-04-11T19:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-114666,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-114666,46.46,103.99,resolved,USR-0077,2015-05-11T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002619,2023-06-21T17:00:00Z,Demand surge,High,Demand surge detected for PO-103358,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-103358,55.05,49.99,resolved,USR-0059,2023-07-21T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002620,2018-03-10T13:00:00Z,Stock low,Medium,Stock low detected for INV-TH-PAP,Automated monitoring threshold exceeded; review recommended.,inventory,INV-TH-PAP,92.64,96.92,resolved,USR-0070,2018-04-06T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002621,2020-10-10T12:00:00Z,Price spike,High,Price spike detected for PO-110376,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-110376,64.49,82.96,resolved,USR-0005,2020-10-21T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-002622,2024-01-14T06:00:00Z,Demand surge,High,Demand surge detected for PO-136419,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-136419,51.05,59.3,resolved,USR-0019,2024-01-30T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002623,2019-10-29T14:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0105,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0105,63.12,108.72,resolved,USR-0015,2019-11-14T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002624,2015-04-07T02:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0056,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0056,29.78,111.01,resolved,USR-0009,2015-04-16T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002625,2020-01-31T22:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-140118,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-140118,50.08,16.23,resolved,USR-0051,2020-02-23T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002626,2016-06-11T23:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0025,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0025,37.98,101.32,resolved,USR-0079,2016-06-18T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-002627,2021-11-18T00:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0077,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0077,77.6,27.92,resolved,USR-0005,2021-11-25T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-002628,2023-10-12T02:00:00Z,Stock overstock,Low,Stock overstock detected for INV-CN-TIM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-CN-TIM,50.95,125.12,resolved,USR-0026,2023-10-18T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-002629,2023-09-08T21:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0148,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0148,63.01,50.11,open,USR-0067,,,true,2,[]
ALT-002630,2016-03-30T06:00:00Z,Demand surge,High,Demand surge detected for PO-104989,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-104989,17.57,85.59,resolved,USR-0011,2016-04-19T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
